timestamp,ppg_raw,diff,classification
1773387441.5907378,262140,0.0,VALID
1773387441.590954,262140,0.0,VALID
1773387441.618712,262140,0.0,VALID
1773387441.64878,262140,0.0,VALID
1773387441.678556,262140,0.0,VALID
1773387441.679627,262140,0.0,VALID
1773387441.710263,262140,0.0,VALID
1773387441.7385988,262140,0.0,VALID
1773387441.7404292,262140,0.0,VALID
1773387441.76893,262140,0.0,VALID
1773387441.798544,199004,63136.0,POSSIBLE_PHYS_CHANGE
1773387441.829912,72270,126734.0,POSSIBLE_PHYS_CHANGE
1773387441.8317282,37585,34685.0,POSSIBLE_PHYS_CHANGE
1773387441.859791,24757,12828.0,VALID
1773387441.889075,17420,7337.0,VALID
1773387441.8907478,13154,4266.0,VALID
1773387441.918571,9912,3242.0,VALID
1773387441.9520829,7764,2148.0,VALID
1773387441.980841,6784,980.0,VALID
1773387441.981081,5863,921.0,VALID
1773387442.0089269,5439,424.0,VALID
1773387442.039496,5190,249.0,VALID
1773387442.041662,5017,173.0,VALID
1773387442.070304,4743,274.0,VALID
1773387442.098507,4604,139.0,VALID
1773387442.129094,4305,299.0,VALID
1773387442.129747,4304,1.0,VALID
